id,fdc_id,nutrient_id,amount,data_points,derivation_id
2230494,323832,1091,26.0,1,1
2230496,323832,1093,638.0,1,1
2230490,323832,1098,62,1,1
2230493,323832,1101,88,1,1
2230495,323832,1092,235.0,1,1
2230489,323832,1087,26.0,1,1
2230492,323832,1090,12.0,1,1
2230498,323838,1012,1.81,1,1
2230499,323838,1011,1.6,1,1
2230501,323838,1014,0.0,1,1
2230500,323838,1013,0.0,1,1
2230503,323838,1075,0.0,1,1
2230502,323838,1010,0.0,1,1
2230506,323839,1004,0.2,1,1
2230504,323839,1007,2.31,1,1
2230507,323839,1051,89.7,1,1
2230505,323839,1002,0.21,1,1
2230516,323840,1095,0.18,1,1
2230508,323840,1087,27.0,1,1
2230514,323840,1092,267.0,1,1
2230515,323840,1093,682.0,1,1
2230511,323840,1090,14.1,1,1
2230510,323840,1089,0.7,1,1
2230512,323840,1101,107,1,1
2230509,323840,1098,52,1,1
2230513,323840,1091,30.0,1,1
2230517,323844,1012,1.97,1,1
2230520,323844,1014,0.0,1,1
2230519,323844,1013,0.0,1,1
2230518,323844,1011,1.75,1,1
2230522,323844,1075,0.0,1,1
2230521,323844,1010,0.0,1,1
2230523,323845,1007,02.01,1,1
2230525,323845,1004,0.1,1,1
2230524,323845,1002,0.23,1,1
2230526,323845,1051,89.2,1,1
2230530,323846,1090,16.7,1,1
2230535,323846,1095,0.18,1,1
2230534,323846,1093,649.0,1,1
2230527,323846,1087,25.0,1,1
2230528,323846,1098,65,1,1
2230529,323846,1089,0.44,1,1
2230533,323846,1092,243.0,1,1
2230532,323846,1091,32.0,1,1
2230531,323846,1101,121,1,1
2230537,323852,1011,1.51,1,1
2230541,323852,1075,0.0,1,1
2230538,323852,1013,0.0,1,1
2230539,323852,1014,0.0,1,1
2230536,323852,1012,1.89,1,1
2230540,323852,1010,0.3,1,1
2230545,323853,1051,89.0,1,1
2230543,323853,1002,0.21,1,1
2230542,323853,1007,2.21,1,1
2230544,323853,1004,0.3,1,1
2230547,323854,1098,62,1,1
2230550,323854,1101,102,1,1
2230549,323854,1090,14.6,1,1
2230554,323854,1095,0.18,1,1
2230552,323854,1092,297.0,1,1
2230551,323854,1091,30.0,1,1
2230553,323854,1093,662.0,1,1
2230546,323854,1087,24.0,1,1
2230548,323854,1089,0.38,1,1
2230558,323860,1014,0.0,1,1
2230559,323860,1010,0.0,1,1
2230560,323860,1075,0.0,1,1
2230557,323860,1013,0.0,1,1
2230556,323860,1011,1.79,1,1
2230555,323860,1012,02.02,1,1
2230563,323861,1004,0.2,1,1
2230562,323861,1002,0.24,1,1
2230561,323861,1007,2.15,1,1
2230564,323861,1051,89.0,1,1
2230573,323862,1095,0.21,1,1
2230565,323862,1087,25.0,1,1
2230571,323862,1092,253.0,1,1
2230568,323862,1090,16.8,1,1
2230567,323862,1089,0.46,1,1
2230566,323862,1098,76,1,1
2230570,323862,1091,32.0,1,1
2230569,323862,1101,114,1,1
2230572,323862,1093,626.0,1,1
2230577,323868,1014,0.0,1,1
2230575,323868,1011,1.7,1,1
2230576,323868,1013,0.0,1,1
2230574,323868,1012,1.92,1,1
2230578,323868,1010,0.28,1,1
2230579,323868,1075,0.0,1,1
2230583,323869,1051,89.2,1,1
2230580,323869,1007,2.27,1,1
2230581,323869,1002,0.22,1,1
2230582,323869,1004,0.2,1,1
2230585,323870,1098,76,1,1
2230584,323870,1087,25.0,1,1
2230591,323870,1093,664.0,1,1
2230586,323870,1089,0.46,1,1
2230587,323870,1090,17.1,1,1
2230592,323870,1095,0.36,1,1
2230589,323870,1091,32.0,1,1
2230590,323870,1092,250.0,1,1
2230588,323870,1101,118,1,1
2230594,323876,1011,1.65,1,1
2230596,323876,1014,0.0,1,1
2230595,323876,1013,0.0,1,1
2230593,323876,1012,1.83,1,1
2230597,323876,1010,0.25,1,1
2230598,323876,1075,0.0,1,1
2230600,323877,1002,0.22,1,1
2230602,323877,1051,89.1,1,1
2230601,323877,1004,0.2,1,1
2230599,323877,1007,2.14,1,1
2230605,323878,1089,0.43,1,1
2230603,323878,1087,24.0,1,1
2230608,323878,1091,31.0,1,1
2230609,323878,1092,247.0,1,1
2230610,323878,1093,639.0,1,1
2230606,323878,1090,16.3,1,1
2230604,323878,1098,64,1,1
2230611,323878,1095,0.18,1,1
2230607,323878,1101,0.12,1,1
2230612,323884,1012,1.96,1,1
2230615,323884,1014,0.0,1,1
2230613,323884,1011,1.69,1,1
2230617,323884,1075,0.0,1,1
2230614,323884,1013,0.0,1,1
2230616,323884,1010,0.0,1,1
2230619,323885,1002,0.22,1,1
2230621,323885,1051,89.2,1,1
2230620,323885,1004,0.3,1,1
2230618,323885,1007,2.32,1,1
2230629,323886,1093,675.0,1,1
2230624,323886,1089,0.38,1,1
2230625,323886,1090,16.2,1,1
2230630,323886,1095,0.19,1,1
2230627,323886,1091,32.0,1,1
2230623,323886,1098,71,1,1
2230626,323886,1101,106,1,1
2230622,323886,1087,26.0,1,1
2230628,323886,1092,271.0,1,1
2230635,323892,1101,108,1,1
2230634,323892,1090,13.7,1,1
2230639,323892,1095,0.17,1,1
2230631,323892,1087,28.0,1,1
2230636,323892,1091,32.0,1,1
2230633,323892,1089,0.39,1,1
2230632,323892,1098,0.07,1,1
2230640,323893,1007,2.22,1,1
2230642,323893,1051,89.7,1,1
2230643,323893,1002,0.27,1,1
2230641,323893,1004,0.1,1,1
2230646,323894,1011,1.7,1,1
2230649,323894,1010,0.2,1,1
2230648,323894,1014,0.0,1,1
2230647,323894,1013,0.0,1,1
2230645,323894,1075,0.0,1,1
2230644,323894,1012,2.1,1,1
2230650,323895,1079,1.8,1,1
2230659,323901,1095,0.18,1,1
2230651,323901,1087,29.0,1,1
2230655,323901,1101,113,1,1
2230653,323901,1089,0.41,1,1
2230654,323901,1090,14.7,1,1
2230652,323901,1098,67,1,1
2230656,323901,1091,33.0,1,1
2230660,323902,1007,2.38,1,1
2230663,323902,1002,0.25,1,1
2230661,323902,1004,0.2,1,1
2230662,323902,1051,89.4,1,1
2230665,323903,1075,0.0,1,1
2230664,323903,1012,2.1,1,1
2230669,323903,1010,0.3,1,1
2230667,323903,1013,0.0,1,1
2230666,323903,1011,1.7,1,1
2230668,323903,1014,0.0,1,1
2230670,323904,1079,1.9,1,1
2230672,323910,1098,67,1,1
2230679,323910,1095,0.18,1,1
2230673,323910,1089,0.63,1,1
2230674,323910,1090,14.8,1,1
2230675,323910,1101,118,1,1
2230671,323910,1087,28.0,1,1
2230676,323910,1091,33.0,1,1
2230683,323911,1002,0.24,1,1
2230680,323911,1007,2.46,1,1
2230681,323911,1004,0.1,1,1
2230682,323911,1051,89.0,1,1
2230685,323912,1075,0.0,1,1
2230689,323912,1010,0.3,1,1
2230688,323912,1014,0.0,1,1
2230684,323912,1012,2.2,1,1
2230686,323912,1011,1.8,1,1
2230687,323912,1013,0.0,1,1
2230690,323913,1079,2.0,1,1
2230691,323919,1185,4.6,1,1
2230696,323920,1101,112,1,1
2230692,323920,1087,31.0,1,1
2230693,323920,1098,64,1,1
2230694,323920,1089,0.46,1,1
2230695,323920,1090,14.6,1,1
2230697,323920,1091,32.0,1,1
2230700,323920,1095,0.18,1,1
2230701,323921,1167,1.11,1,1
2230705,323922,1002,0.21,1,1
2230703,323922,1004,0.2,1,1
2230702,323922,1007,2.55,1,1
2230704,323922,1051,89.2,1,1
2230706,323923,1170,0.19,1,1
2230710,323924,1013,0.0,1,1
2230712,323924,1010,0.2,1,1
2230707,323924,1012,2.1,1,1
2230709,323924,1011,1.7,1,1
2230711,323924,1014,0.0,1,1
2230708,323924,1075,0.0,1,1
2230713,323925,1165,0.03,1,1
2230714,323926,1175,162,1,1
2230715,323927,1079,1.8,1,1
2230716,323928,1009,0.0,1,1
2230721,323929,1127,0.0,1,1
2230719,323929,1125,0.03,1,1
2230717,323929,1109,1.31,1,1
2230718,323929,1128,0.0,1,1
2230720,323929,1129,0.44,1,1
2230724,323929,1130,0.0,1,1
2230723,323929,1126,0.1,1,1
2230722,323929,1131,0.04,1,1
2230727,323930,1120,0.0,1,1
2230726,323930,1107,236.0,1,1
2230729,323930,1122,6310.0,1,1
2230725,323930,1108,0.0,1,1
2230728,323930,1123,201.0,1,1
2230730,323936,1185,4.3,1,1
2230735,323937,1101,109,1,1
2230734,323937,1090,15.1,1,1
2230732,323937,1098,55,1,1
2230736,323937,1091,31.0,1,1
2230731,323937,1087,33.0,1,1
2230739,323937,1095,0.17,1,1
2230733,323937,1089,0.4,1,1
2230740,323938,1167,01.05,1,1
2230744,323939,1002,0.22,1,1
2230743,323939,1051,89.4,1,1
2230741,323939,1007,2.31,1,1
2230742,323939,1004,0.2,1,1
2230746,323940,1075,0.0,1,1
2230748,323940,1013,0.0,1,1
2230745,323940,1012,2.1,1,1
2230747,323940,1011,1.7,1,1
2230749,323940,1014,0.0,1,1
2230750,323940,1010,0.3,1,1
2230751,323941,1165,0.03,1,1
2230752,323942,1175,174,1,1
2230753,323943,1079,1.9,1,1
2230754,323944,1009,0.0,1,1
2230758,323945,1129,0.47,1,1
2230761,323945,1126,0.17,1,1
2230757,323945,1125,0.02,1,1
2230760,323945,1131,0.01,1,1
2230762,323945,1130,0.0,1,1
2230759,323945,1127,0.0,1,1
2230756,323945,1128,0.0,1,1
2230755,323945,1109,1.38,1,1
2230766,323946,1123,209.0,1,1
2230765,323946,1120,0.0,1,1
2230767,323946,1122,5150.0,1,1
2230764,323946,1107,297.0,1,1
2230763,323946,1108,0.0,1,1
2230768,323952,1185,4.0,1,1
2230773,323953,1101,105,1,1
2230770,323953,1098,61,1,1
2230769,323953,1087,28.0,1,1
2230774,323953,1091,32.0,1,1
2230777,323953,1095,0.17,1,1
2230771,323953,1089,0.39,1,1
2230772,323953,1090,13.9,1,1
2230778,323954,1167,1.0,1,1
2230781,323955,1051,89.7,1,1
2230779,323955,1007,2.44,1,1
2230780,323955,1004,0.2,1,1
2230782,323955,1002,0.26,1,1
2230783,323956,1170,0.2,1,1
2230784,323957,1012,2.1,1,1
2230787,323957,1013,0.0,1,1
2230785,323957,1075,0.0,1,1
2230786,323957,1011,1.7,1,1
2230788,323957,1014,0.0,1,1
2230789,323957,1010,0.3,1,1
2230790,323958,1165,0.03,1,1
2230791,323959,1175,162,1,1
2230792,323960,1079,1.9,1,1
2230793,323961,1009,0.0,1,1
2230794,323962,1108,0.0,1,1
2230797,323962,1123,177.0,1,1
2230795,323962,1107,252.0,1,1
2230798,323962,1122,5780.0,1,1
2230796,323962,1120,0.0,1,1
2230799,323968,1091,36.0,1,1
2230802,323968,1095,0.19,1,1
2230806,323968,1090,16.7,1,1
2230803,323968,1087,28.0,1,1
2230805,323968,1089,0.38,1,1
2230807,323968,1101,122,1,1
2230804,323968,1098,66,1,1
2230810,323969,1051,88.9,1,1
2230809,323969,1004,0.1,1,1
2230811,323969,1002,0.26,1,1
2230808,323969,1007,2.29,1,1
2230815,323970,1013,0.0,1,1
2230817,323970,1010,0.2,1,1
2230813,323970,1075,0.0,1,1
2230814,323970,1011,1.5,1,1
2230812,323970,1012,2.1,1,1
2230816,323970,1014,0.0,1,1
2230818,323971,1079,1.9,1,1
2230819,323976,1185,4.3,1,1
2230825,323977,1091,37.0,1,1
2230824,323977,1101,113,1,1
2230822,323977,1089,0.35,1,1
2230823,323977,1090,15.7,1,1
2230820,323977,1087,32.0,1,1
2230821,323977,1098,68,1,1
2230828,323977,1095,0.2,1,1
2230829,323978,1167,1.15,1,1
2230830,323979,1007,2.4,1,1
2230831,323979,1004,0.2,1,1
2230832,323979,1051,88.8,1,1
2230833,323979,1002,0.23,1,1
2230834,323980,1170,0.22,1,1
2230835,323981,1012,2.2,1,1
2230840,323981,1010,0.2,1,1
2230837,323981,1011,1.5,1,1
2230836,323981,1075,0.0,1,1
2230838,323981,1013,0.0,1,1
2230839,323981,1014,0.0,1,1
2230841,323982,1165,0.04,1,1
2230842,323983,1175,191,1,1
2230843,323984,1079,1.8,1,1
2230847,323985,1123,229.0,1,1
2230848,323985,1122,7060.0,1,1
2230845,323985,1107,291.0,1,1
2230844,323985,1108,0.0,1,1
2230846,323985,1120,0.0,1,1
2230854,323986,1131,0.0,1,1
2230851,323986,1125,0.04,1,1
2230853,323986,1127,0.0,1,1
2230856,323986,1130,0.0,1,1
2230850,323986,1128,0.0,1,1
2230855,323986,1126,0.09,1,1
2230849,323986,1109,1.13,1,1
2230852,323986,1129,0.4,1,1
2230857,323987,1009,0.0,1,1
2230858,323993,1185,4.2,1,1
2230860,323994,1098,72,1,1
2230864,323994,1091,36.0,1,1
2230861,323994,1089,0.39,1,1
2230862,323994,1090,16.9,1,1
2230859,323994,1087,27.0,1,1
2230863,323994,1101,125,1,1
2230867,323994,1095,0.19,1,1
2230868,323995,1167,1.17,1,1
2230872,323996,1002,0.25,1,1
2230870,323996,1004,0.2,1,1
2230871,323996,1051,88.9,1,1
2230869,323996,1007,2.35,1,1
2230873,323997,1012,2.2,1,1
2230874,323997,1075,0.0,1,1
2230878,323997,1010,0.2,1,1
2230875,323997,1011,1.5,1,1
2230877,323997,1014,0.0,1,1
2230876,323997,1013,0.0,1,1
2230879,323998,1165,0.04,1,1
2230880,323999,1175,188,1,1
2230881,324000,1079,1.9,1,1
2230882,324001,1009,0.0,1,1
2230883,324002,1108,0.0,1,1
2230885,324002,1120,0.0,1,1
2230886,324002,1123,240.0,1,1
2230884,324002,1107,300.0,1,1
2230887,324002,1122,6780.0,1,1
2230896,324008,1095,0.2,1,1
2230890,324008,1089,0.31,1,1
2230888,324008,1087,31.0,1,1
2230893,324008,1091,34.0,1,1
2230889,324008,1098,62,1,1
2230892,324008,1101,107,1,1
2230891,324008,1090,16.0,1,1
2230898,324009,1004,0.1,1,1
2230897,324009,1007,2.33,1,1
2230899,324009,1051,89.1,1,1
2230900,324009,1002,0.22,1,1
2230904,324010,1013,0.0,1,1
2230901,324010,1012,2.0,1,1
2230902,324010,1075,0.0,1,1
2230906,324010,1010,0.2,1,1
2230903,324010,1011,1.4,1,1
2230905,324010,1014,0.0,1,1
2230907,324011,1079,1.8,1,1
2230909,324017,1098,77,1,1
2230910,324017,1089,0.34,1,1
2230911,324017,1090,16.2,1,1
2230912,324017,1101,116,1,1
2230908,324017,1087,31.0,1,1
2230913,324017,1091,37.0,1,1
2230916,324017,1095,0.21,1,1
2230920,324018,1002,0.26,1,1
2230918,324018,1004,0.2,1,1
2230919,324018,1051,89.0,1,1
2230917,324018,1007,2.47,1,1
2230921,324019,1012,2.1,1,1
2230924,324019,1013,0.0,1,1
2230926,324019,1010,0.2,1,1
2230923,324019,1011,1.4,1,1
2230922,324019,1075,0.0,1,1
2230925,324019,1014,0.0,1,1
2230927,324020,1079,1.7,1,1
2230928,324026,1185,3.8,1,1
2230930,324027,1098,76,1,1
2230932,324027,1090,15.7,1,1
2230931,324027,1089,0.35,1,1
2230929,324027,1087,31.0,1,1
2230934,324027,1091,38.0,1,1
2230933,324027,1101,105,1,1
2230937,324027,1095,0.21,1,1
2230938,324028,1167,1.24,1,1
2230941,324029,1051,89.1,1,1
2230942,324029,1002,0.3,1,1
2230940,324029,1004,0.2,1,1
2230939,324029,1007,2.52,1,1
2230943,324030,1170,0.2,1,1
2230944,324031,1012,2.1,1,1
2230945,324031,1075,0.0,1,1
2230946,324031,1011,1.5,1,1
2230949,324031,1010,0.2,1,1
2230947,324031,1013,0.0,1,1
2230948,324031,1014,0.0,1,1
2230950,324032,1165,0.04,1,1
2230951,324033,1175,0.18,1,1
2230952,324034,1079,1.8,1,1
2230953,324035,1108,0.0,1,1
2230955,324035,1120,0.0,1,1
2230956,324035,1123,208.0,1,1
2230954,324035,1107,351.0,1,1
2230957,324035,1122,6790.0,1,1
2230960,324036,1125,0.02,1,1
2230964,324036,1126,0.19,1,1
2230965,324036,1130,0.0,1,1
2230959,324036,1128,0.0,1,1
2230963,324036,1131,0.0,1,1
2230962,324036,1127,0.0,1,1
2230958,324036,1109,01.07,1,1
2230961,324036,1129,0.4,1,1
2230966,324037,1009,0.0,1,1
2231009,324038,1123,211.0,6,1
2230978,324038,1051,89.3,24,1
2230993,324038,1167,1.12,6,1
2231004,324038,1126,0.14,4,1
2230979,324038,1092,258.0,12,1
2230990,324038,1063,3.81,,4
2231000,324038,1125,0.03,4,1
2230983,324038,1008,29.0,,49
2230985,324038,1007,2.3,24,1
2230997,324038,1009,0.0,6,1
2230996,324038,1175,176,6,1
2231010,324038,1122,6310.0,6,1
2231005,324038,1130,0.0,4,1
2230970,324038,1098,65,24,1
2230998,324038,1109,1.22,4,1
2230991,324038,1079,1.8,12,1
2231006,324038,1108,0.0,6,1
2231001,324038,1129,0.43,4,1
2231011,324038,1050,5.66,,4
2230972,324038,1062,122.0,,49
2230986,324038,1012,1.98,24,1
2230967,324038,1090,15.2,24,1
2230995,324038,1165,35,6,1
2230999,324038,1128,0.0,4,1
2231003,324038,1131,0.01,4,1
2230973,324038,1089,0.42,24,1
2231008,324038,1120,0.0,6,1
2231007,324038,1107,288.0,6,1
2230984,324038,1004,0.19,24,1
2230968,324038,1091,32.0,24,1
2230975,324038,1005,6.74,,49
2230971,324038,1101,0.11,24,1
2230994,324038,1170,202,4,1
2231002,324038,1127,0.0,4,1
2230974,324038,1003,1.44,,49
2230969,324038,1093,656.0,12,1
2230981,324038,1087,28.0,24,1
2230976,324038,1010,0.2,24,1
2230989,324038,1002,0.23,24,1
2230992,324038,1185,4.2,6,1
2231012,324038,1106,24.0,,49
2230982,324038,1014,0.0,24,1
2230977,324038,1011,1.63,24,1
2230987,324038,1013,0.0,24,1
2230988,324038,1075,0.0,24,1
2230980,324038,1095,0.2,24,1
2231048,324050,1280,9,1,1
2231037,324050,1313,8,1,1
2231027,324050,1304,1.13,1,1
2231033,324050,2019,3,1,1
2231024,324050,1323,228,1,1
2231036,324050,2012,88,1,1
2231049,324050,1272,0.0,1,1
2231026,324050,1315,11.0,1,1
2231022,324050,1303,72,1,1
2231040,324050,1406,26,1,1
2231014,324050,1335,0.0,1,1
2231030,324050,1306,65,1,1
2231051,324050,1312,0.0,1,1
2231035,324050,1267,21,1,1
2231043,324050,1273,4,1,1
2231020,324050,1265,6.78,1,1
2231023,324050,1300,284,1,1
2231019,324050,1333,0.0,1,1
2231028,324050,1311,153,1,1
2231042,324050,1278,0.0,1,1
2231053,324050,1260,0.0,1,1
2231041,324050,1271,37,1,1
2231032,324050,1404,59,1,1
2231039,324050,1414,0.0,1,1
2231047,324050,1411,12,1,1
2231029,324050,1316,825,1,1
2231034,324050,1276,3,1,1
2231038,324050,1405,0.0,1,1
2231045,324050,1305,0.0,1,1
2231013,324050,1262,0.0,1,1
2231044,324050,2014,3,1,1
2231015,324050,1263,16,1,1
2231046,324050,1334,0.0,1,1
2231054,324050,1261,0.0,1,1
2231025,324050,1266,3.38,1,1
2231017,324050,2009,318,1,1
2231031,324050,1321,0.0,1,1
2231052,324050,1259,4,1,1
2231018,324050,1299,121,1,1
2231016,324050,1264,866,1,1
2231050,324050,1301,3,1,1
2231021,324050,1314,1.22,1,1
2231056,324051,1004,29.7,1,1
2231058,324051,1002,2.22,1,1
2231057,324051,1051,53.2,1,1
2231055,324051,1007,2.64,1,1
2231064,324052,1091,106.0,1,1
2231066,324052,1093,787.0,1,1
2231060,324052,1098,77,1,1
2231063,324052,1101,235,1,1
2231065,324052,1092,226.0,1,1
2231061,324052,1089,02.07,1,1
2231059,324052,1087,26.0,1,1
2231062,324052,1090,23.3,1,1
2231067,324052,1095,2.29,1,1
2231097,324060,1278,0.0,1,1
2231088,324060,2019,3,1,1
2231101,324060,1334,0.0,1,1
2231068,324060,1262,0.0,1,1
2231105,324060,1301,3,1,1
2231100,324060,1305,0.0,1,1
2231103,324060,1280,7,1,1
2231104,324060,1272,0.0,1,1
2231082,324060,1304,01.02,1,1
2231096,324060,1271,27,1,1
2231092,324060,1313,8,1,1
2231076,324060,1314,904,1,1
2231108,324060,1260,0.0,1,1
2231099,324060,2014,55,1,1
2231075,324060,1265,5.88,1,1
2231074,324060,1333,0.0,1,1
2231093,324060,1405,3,1,1
2231087,324060,1404,0.06,1,1
2231091,324060,2012,91,1,1
2231109,324060,1261,0.0,1,1
2231078,324060,1300,268,1,1
2231083,324060,1311,135,1,1
2231072,324060,2009,229,1,1
2231094,324060,1414,0.0,1,1
2231070,324060,1263,14,1,1
2231077,324060,1303,65,1,1
2231089,324060,1276,0.0,1,1
2231079,324060,1323,0.19,1,1
2231090,324060,1267,21,1,1
2231081,324060,1315,9.43,1,1
2231095,324060,1406,0.02,1,1
2231069,324060,1335,0.0,1,1
2231073,324060,1299,0.11,1,1
2231086,324060,1321,0.0,1,1
2231071,324060,1264,762,1,1
2231084,324060,1316,651,1,1
2231107,324060,1259,6,1,1
2231085,324060,1306,97,1,1
2231080,324060,1266,3.31,1,1
2231102,324060,1411,9,1,1
2231106,324060,1312,4,1,1
2231098,324060,1273,6,1,1
2231110,324061,1178,1.2,1,1
2231112,324062,1004,25.4,1,1
2231114,324062,1002,2.0,1,1
2231111,324062,1007,3.36,1,1
2231113,324062,1051,52.0,1,1
2231115,324063,1175,176,1,1
2231116,324064,1166,0.15,1,1
2231117,324065,1165,53,1,1
2231122,324066,1101,34,1,1
2231120,324066,1089,1.23,1,1
2231119,324066,1098,48,1,1
2231126,324066,1095,2.37,1,1
2231123,324066,1091,143.0,1,1
2231125,324066,1093,1030.0,1,1
2231124,324066,1092,341.0,1,1
2231118,324066,1087,14.0,1,1
2231121,324066,1090,13.7,1,1
2231127,324067,1167,2.23,1,1
2231128,324068,1170,0.31,1,1
2231129,324069,1253,53.0,1,1
2231130,324070,1162,19.2,1,1
2231151,324078,2019,3,1,1
2231171,324078,1260,0.0,1,1
2231147,324078,1316,723,1,1
2231165,324078,1411,9,1,1
2231137,324078,1333,0.0,1,1
2231157,324078,1414,0.0,1,1
2231134,324078,1264,872,1,1
2231161,324078,1273,4,1,1
2231167,324078,1272,0.0,1,1
2231146,324078,1311,151,1,1
2231172,324078,1261,0.0,1,1
2231135,324078,2009,285,1,1
2231160,324078,1278,0.0,1,1
2231170,324078,1259,0.0,1,1
2231158,324078,1406,24,1,1
2231136,324078,1299,127,1,1
2231133,324078,1263,16,1,1
2231169,324078,1312,3,1,1
2231150,324078,1404,58,1,1
2231140,324078,1303,74,1,1
2231159,324078,1271,29,1,1
2231132,324078,1335,0.0,1,1
2231142,324078,1323,243,1,1
2231152,324078,1276,3,1,1
2231153,324078,1267,24,1,1
2231148,324078,1306,116,1,1
2231154,324078,2012,106,1,1
2231149,324078,1321,3,1,1
2231166,324078,1280,8,1,1
2231155,324078,1313,8,1,1
2231143,324078,1266,3.78,1,1
2231139,324078,1314,1.11,1,1
2231168,324078,1301,0.0,1,1
2231164,324078,1334,0.0,1,1
2231144,324078,1315,11.7,1,1
2231131,324078,1262,0.0,1,1
2231141,324078,1300,314,1,1
2231162,324078,2014,0.03,1,1
2231138,324078,1265,6.88,1,1
2231163,324078,1305,0.0,1,1
2231145,324078,1304,1.0,1,1
2231156,324078,1405,0.0,1,1
2231178,324079,1010,0.0,1,1
2231174,324079,1075,0.0,1,1
2231177,324079,1014,0.0,1,1
2231175,324079,1011,1.0,1,1
2231173,324079,1012,0.0,1,1
2231176,324079,1013,0.0,1,1
2231179,324080,1178,1.2,1,1
2231180,324081,1007,3.35,1,1
2231182,324081,1051,47.6,1,1
2231183,324081,1002,1.74,1,1
2231181,324081,1004,28.2,1,1
2231185,324082,1128,0.0,1,1
2231191,324082,1130,0.0,1,1
2231189,324082,1131,0.0,1,1
2231187,324082,1129,0.0,1,1
2231188,324082,1127,0.0,1,1
2231184,324082,1109,0.24,1,1
2231190,324082,1126,0.0,1,1
2231186,324082,1125,0.0,1,1
2231192,324083,1175,137,1,1
2231193,324084,1166,0.1,1,1
2231194,324085,1165,52,1,1
2231195,324086,1087,8.0,1,1
2231198,324086,1090,10.6,1,1
2231202,324086,1093,1010.0,1,1
2231201,324086,1092,361.0,1,1
2231196,324086,1098,53,1,1
2231203,324086,1095,1.98,1,1
2231200,324086,1091,124.0,1,1
2231199,324086,1101,18,1,1
2231197,324086,1089,01.03,1,1
2231204,324087,1167,2.39,1,1
2231205,324088,1170,0.29,1,1
2231206,324089,1253,59.0,1,1
2231207,324090,1004,28.5,1,1
2231220,324102,1266,3.79,1,1
2231215,324102,1265,7.12,1,1
2231208,324102,1262,5,1,1
2231209,324102,1335,0.0,1,1
2231212,324102,2009,339,1,1
2231216,324102,1314,1.33,1,1
2231218,324102,1300,296,1,1
2231210,324102,1263,18,1,1
2231214,324102,1333,0.0,1,1
2231213,324102,1299,125,1,1
2231211,324102,1264,933,1,1
2231217,324102,1303,78,1,1
2231219,324102,1323,239,1,1
2231245,324102,1301,4,1,1
2231227,324102,1404,0.06,1,1
2231235,324102,1406,34,1,1
2231237,324102,1278,0.0,1,1
2231248,324102,1260,0.0,1,1
2231238,324102,1273,4,1,1
2231228,324102,2019,0.0,1,1
2231221,324102,1315,11.3,1,1
2231249,324102,1261,0.0,1,1
2231243,324102,1280,8,1,1
2231241,324102,1334,0.0,1,1
2231231,324102,2012,85,1,1
2231240,324102,1305,0.0,1,1
2231226,324102,1321,0.0,1,1
2231246,324102,1312,0.0,1,1
2231229,324102,1276,0.0,1,1
2231234,324102,1414,0.0,1,1
2231233,324102,1405,0.0,1,1
2231236,324102,1271,36,1,1
2231230,324102,1267,24,1,1
2231225,324102,1306,129,1,1
2231244,324102,1272,0.0,1,1
2231224,324102,1316,01.01,1,1
2231223,324102,1311,141,1,1
2231242,324102,1411,14,1,1
2231247,324102,1259,5,1,1
2231239,324102,2014,0.0,1,1
2231222,324102,1304,1.39,1,1
2231232,324102,1313,11,1,1
2231250,324103,1178,1.2,1,1
2231251,324104,1007,2.74,1,1
2231253,324104,1051,54.2,1,1
2231252,324104,1004,28.1,1,1
2231254,324104,1002,2.43,1,1
2231259,324105,1127,0.0,1,1
2231262,324105,1130,0.0,1,1
2231261,324105,1126,0.23,1,1
2231256,324105,1128,0.0,1,1
2231255,324105,1109,0.36,1,1
2231258,324105,1129,0.0,1,1
2231257,324105,1125,0.0,1,1
2231260,324105,1131,0.0,1,1
2231263,324106,1175,137,1,1
2231264,324107,1166,0.12,1,1
2231265,324108,1165,41,1,1
2231266,324109,1087,34.0,1,1
2231270,324109,1101,258,1,1
2231269,324109,1090,23.5,1,1
2231274,324109,1095,2.35,1,1
2231272,324109,1092,218.0,1,1
2231273,324109,1093,794.0,1,1
2231268,324109,1089,1.85,1,1
2231267,324109,1098,89,1,1
2231271,324109,1091,111.0,1,1
2231275,324110,1167,2.14,1,1
2231276,324111,1170,0.22,1,1
2231277,324112,1253,61.0,1,1
2231280,324124,1263,16,1,1
2231302,324124,1313,0.01,1,1
2231297,324124,1404,52,1,1
2231319,324124,1261,0.0,1,1
2231308,324124,1273,3,1,1
2231294,324124,1316,953,1,1
2231318,324124,1260,0.0,1,1
2231284,324124,1333,0.0,1,1
2231289,324124,1323,247,1,1
2231286,324124,1314,1.31,1,1
2231281,324124,1264,0.91,1,1
2231314,324124,1272,0.0,1,1
2231304,324124,1414,0.0,1,1
2231291,324124,1315,11.3,1,1
2231278,324124,1262,0.0,1,1
2231306,324124,1271,0.04,1,1
2231316,324124,1312,0.0,1,1
2231283,324124,1299,126,1,1
2231303,324124,1405,0.0,1,1
2231309,324124,2014,3,1,1
2231285,324124,1265,6.94,1,1
2231315,324124,1301,3,1,1
2231300,324124,1267,22,1,1
2231290,324124,1266,3.57,1,1
2231313,324124,1280,8,1,1
2231288,324124,1300,299,1,1
2231305,324124,1406,31,1,1
2231292,324124,1304,1.43,1,1
2231317,324124,1259,4,1,1
2231311,324124,1334,0.0,1,1
2231307,324124,1278,0.0,1,1
